6.66666666666666644404E-04 1.31672782619981223419E-08
1.33333333333333328881E-03 1.27344718503401787933E-08
2.00000000000000004163E-03 1.23138846007632377900E-08
2.66666666666666657762E-03 1.19052171622288267142E-08
3.33333333333333311360E-03 1.15081765772846207431E-08
4.00000000000000008327E-03 1.11224761629162621559E-08
4.66666666666666705293E-03 1.07478353933320724308E-08
5.33333333333333402260E-03 1.03839797846534379251E-08
6.00000000000000099226E-03 1.00306407814840122417E-08
6.66666666666666796193E-03 9.68755564533132505526E-09
7.33333333333333493159E-03 9.35446734485451952782E-09
8.00000000000000190126E-03 9.03112444791248141414E-09
8.66666666666666800356E-03 8.71728101538668913467E-09
9.33333333333333410586E-03 8.41269649675361370965E-09
1.00000000000000002082E-02 8.11713562738178530735E-09
1.06666666666666663105E-02 7.83036832752879370608E-09
1.13333333333333324128E-02 7.55216960301402101965E-09
1.19999999999999985151E-02 7.28231944754298279075E-09
1.26666666666666646174E-02 7.02060274665963497623E-09
1.33333333333333307197E-02 6.76680918330315903053E-09
1.39999999999999968220E-02 6.52073314494607478364E-09
1.46666666666666629243E-02 6.28217363229088980606E-09
1.53333333333333290266E-02 6.05093416950260065973E-09
1.59999999999999968636E-02 5.82682271595486270521E-09
1.66666666666666629659E-02 5.60965157946771296422E-09
1.73333333333333290682E-02 5.39923733101517142401E-09
1.79999999999999951705E-02 5.19540072088120333433E-09
1.86666666666666612728E-02 4.99796659624284682081E-09
1.93333333333333273751E-02 4.80676382015959386190E-09
1.99999999999999934774E-02 4.62162519194828721122E-09
2.06666666666666595797E-02 4.44238736892319620292E-09
2.13333333333333256820E-02 4.26889078948102288578E-09
2.19999999999999917843E-02 4.10097959751101841137E-09
2.26666666666666578867E-02 3.93850156811049217207E-09
2.33333333333333239890E-02 3.78130803458633615583E-09
2.39999999999999900913E-02 3.62925381672341156429E-09
2.46666666666666561936E-02 3.48219715030086601149E-09
2.53333333333333222959E-02 3.33999961783772589885E-09
2.59999999999999883982E-02 3.20252608054931204851E-09
2.66666666666666545005E-02 3.06964461149629509716E-09
2.73333333333333206028E-02 2.94122642990841932441E-09
2.79999999999999867051E-02 2.81714583666515933628E-09
2.86666666666666528074E-02 2.69728015091580439386E-09
2.93333333333333189097E-02 2.58150964782169306590E-09
2.99999999999999850120E-02 2.46971749740354174106E-09
3.06666666666666511143E-02 2.36178970447703346065E-09
3.13333333333333172166E-02 2.25761504966003619220E-09
3.19999999999999867883E-02 2.15708503143508188020E-09
3.26666666666666563601E-02 2.06009380925087699050E-09
3.33333333333333259318E-02 1.96653814764691263599E-09
3.39999999999999955036E-02 1.87631736138537596134E-09
3.46666666666666650753E-02 1.78933326157481696084E-09
3.53333333333333346471E-02 1.70549010277022632243E-09
3.60000000000000042188E-02 1.62469453103434822186E-09
3.66666666666666737906E-02 1.54685553294530159290E-09
3.73333333333333433623E-02 1.47188438553573249878E-09
3.80000000000000129341E-02 1.39969460714896404141E-09
3.86666666666666825058E-02 1.33020190919775789680E-09
3.93333333333333520776E-02 1.26332414881152118154E-09
4.00000000000000216493E-02 1.19898128235797929793E-09
4.06666666666666912211E-02 1.13709531982551180174E-09
4.13333333333333607928E-02 1.07759028005254106952E-09
4.20000000000000303646E-02 1.02039214679053973198E-09
4.26666666666666999363E-02 9.65428825587417227369E-10
4.33333333333333695081E-02 9.12630101478207542457E-10
4.40000000000000390799E-02 8.61927597470166634857E-10
4.46666666666667086516E-02 8.13254733809565150112E-10
4.53333333333333782234E-02 7.66546688017624898431E-10
4.60000000000000477951E-02 7.21740355683225089458E-10
4.66666666666667173669E-02 6.78774312000178858620E-10
4.73333333333333869386E-02 6.37588774037030751853E-10
4.80000000000000565104E-02 5.98125563727505954106E-10
4.86666666666667260821E-02 5.60328071569902106464E-10
4.93333333333333956539E-02 5.24141221023866757943E-10
5.00000000000000652256E-02 4.89511433593178550157E-10
5.06666666666667347974E-02 4.56386594583288372158E-10
5.13333333333334043691E-02 4.24716019522552498679E-10
5.20000000000000739409E-02 3.94450421236228226037E-10
5.26666666666667435126E-02 3.65541877562461338642E-10
5.33333333333334130844E-02 3.37943799699643993453E-10
5.40000000000000826561E-02 3.11610901174670915835E-10
5.46666666666667522279E-02 2.86499167421766867048E-10
5.53333333333334217996E-02 2.62565825961703875714E-10
5.60000000000000913714E-02 2.39769317171371430497E-10
5.66666666666667609431E-02 2.18069265633802779867E-10
5.73333333333334305149E-02 1.97426452058902165325E-10
5.80000000000001000866E-02 1.77802785765253678915E-10
5.86666666666667696584E-02 1.59161277713532384433E-10
5.93333333333334392301E-02 1.41466014082171104260E-10
6.00000000000001088019E-02 1.24682130376069268859E-10
6.06666666666667783736E-02 1.08775786059265457099E-10
6.13333333333334479454E-02 9.37141397026211679464E-11
6.20000000000001175171E-02 7.94653246376954932709E-11
6.26666666666667870889E-02 6.59984251081159636842E-11
6.33333333333334497217E-02 5.32834529098766742135E-11
6.40000000000001123546E-02 4.12913245121190546288E-11
6.46666666666667749874E-02 2.99938386500740477954E-11
6.53333333333334376203E-02 1.93636543819640839563E-11
6.60000000000001002531E-02 9.37426960178407507188E-12
