1.00000000000000002082E-03 8.22244267520956945150E-02
2.00000000000000004163E-03 7.18230406337742183220E-02
3.00000000000000006245E-03 6.44514367412138966529E-02
4.00000000000000008327E-03 5.86397032694339140346E-02
5.00000000000000010408E-03 5.38185885255241525105E-02
6.00000000000000012490E-03 4.96962289348081981410E-02
7.00000000000000014572E-03 4.60993126664690361372E-02
8.00000000000000016653E-03 4.29149754929967069961E-02
8.99999999999999931999E-03 4.00648718161637079627E-02
9.99999999999999847344E-03 3.74920027378311121469E-02
1.09999999999999976269E-02 3.51533778628320553450E-02
1.19999999999999967804E-02 3.30156331002736599944E-02
1.29999999999999959338E-02 3.10522675765791365821E-02
1.39999999999999950873E-02 2.92418235010526682272E-02
1.49999999999999942407E-02 2.75666431758292036769E-02
1.59999999999999933942E-02 2.60119940889386898342E-02
1.69999999999999942824E-02 2.45654370365800504838E-02
1.79999999999999951705E-02 2.32163595303540824799E-02
1.89999999999999960587E-02 2.19556245319968042218E-02
1.99999999999999969469E-02 2.07753014793124850257E-02
2.09999999999999978351E-02 1.96684572006553017032E-02
2.19999999999999987232E-02 1.86289911849522593634E-02
2.29999999999999996114E-02 1.76515042222021162344E-02
2.40000000000000004996E-02 1.67311925067507860643E-02
2.50000000000000013878E-02 1.58637614191832199140E-02
2.60000000000000022760E-02 1.50453546942019844579E-02
2.70000000000000031641E-02 1.42724957464678506996E-02
2.80000000000000040523E-02 1.35420386974782064327E-02
2.90000000000000049405E-02 1.28511272126268470684E-02
3.00000000000000058287E-02 1.21971596783001078740E-02
3.10000000000000067168E-02 1.15777595651293790241E-02
3.20000000000000076050E-02 1.09907500637850055747E-02
3.30000000000000084932E-02 1.04341322640235257407E-02
3.40000000000000093814E-02 9.90606629040019677490E-03
3.50000000000000102696E-02 9.40485491948379881411E-03
3.60000000000000111577E-02 8.92892929109991018155E-03
3.70000000000000120459E-02 8.47683639566391110287E-03
3.80000000000000129341E-02 8.04722807518439345320E-03
3.90000000000000138223E-02 7.63885132014289688906E-03
4.00000000000000147105E-02 7.25053968054950766231E-03
4.10000000000000155986E-02 6.88120563883291066348E-03
4.20000000000000164868E-02 6.52983381624569481083E-03
4.30000000000000173750E-02 6.19547490421676599198E-03
4.40000000000000182632E-02 5.87724022840903706499E-03
4.50000000000000191513E-02 5.57429686679700945456E-03
4.60000000000000200395E-02 5.28586325438774005947E-03
4.70000000000000209277E-02 5.01120521668175621793E-03
4.80000000000000218159E-02 4.74963238194024521543E-03
4.90000000000000227041E-02 4.50049492905435933460E-03
5.00000000000000235922E-02 4.26318063351693518626E-03
5.10000000000000244804E-02 4.03711217884984274046E-03
5.20000000000000253686E-02 3.82174470498204731442E-03
5.30000000000000262568E-02 3.61656356862132379384E-03
5.40000000000000271450E-02 3.42108229370930968030E-03
5.50000000000000280331E-02 3.23484069267707596493E-03
5.60000000000000289213E-02 3.05740314148594816146E-03
5.70000000000000298095E-02 2.88835699340679163266E-03
5.80000000000000306977E-02 2.72731111819918357192E-03
5.90000000000000315858E-02 2.57389455484056126414E-03
6.00000000000000324740E-02 2.42775526725628283328E-03
6.10000000000000333622E-02 2.28855899364021611250E-03
6.20000000000000342504E-02 2.15598818095321179134E-03
6.30000000000000281997E-02 2.02974099706713451488E-03
6.40000000000000290878E-02 1.90953041379508412986E-03
6.50000000000000299760E-02 1.79508335473339743910E-03
6.60000000000000308642E-02 1.68613990244562009582E-03
6.70000000000000317524E-02 1.58245256005568133567E-03
6.80000000000000326406E-02 1.48378556279496302828E-03
6.90000000000000335287E-02 1.38991423547153410481E-03
7.00000000000000344169E-02 1.30062439220875202851E-03
7.10000000000000353051E-02 1.21571177513841565537E-03
7.20000000000000361933E-02 1.13498152903707453208E-03
7.30000000000000370814E-02 1.05824770916258304766E-03
7.40000000000000379696E-02 9.85332819795407995056E-04
7.50000000000000388578E-02 9.16067381202943569959E-04
7.60000000000000397460E-02 8.50289522947181275990E-04
7.70000000000000406342E-02 7.87844601629309740018E-04
7.80000000000000415223E-02 7.28584841327577703227E-04
7.90000000000000424105E-02 6.72368995129481433065E-04
8.00000000000000432987E-02 6.19062026289172746135E-04
8.10000000000000441869E-02 5.68534807662059507583E-04
8.20000000000000450751E-02 5.20663838174048598795E-04
8.30000000000000459632E-02 4.75330975183896895300E-04
8.40000000000000468514E-02 4.32423181683762899823E-04
8.50000000000000477396E-02 3.91832287365665983634E-04
8.60000000000000486278E-02 3.53454762656129771632E-04
8.70000000000000495159E-02 3.17191504888074253012E-04
8.80000000000000504041E-02 2.82947635841204964482E-04
8.90000000000000512923E-02 2.50632309939238101526E-04
9.00000000000000521805E-02 2.20158532443905563449E-04
9.10000000000000530687E-02 1.91442987032759237391E-04
9.20000000000000539568E-02 1.64405872192063996643E-04
9.30000000000000548450E-02 1.38970745896791332509E-04
9.40000000000000557332E-02 1.15064378084446625617E-04
9.50000000000000566214E-02 9.26166104659094401898E-05
9.60000000000000575096E-02 7.15602232463543718594E-05
9.70000000000000583977E-02 5.18308083579931968502E-05
9.80000000000000592859E-02 3.33666488342126000936E-05
9.90000000000000601741E-02 1.61086039778785092714E-05
